raw,type,is_cask,status,available,details
brew install --cask android-file-transfer  # Daily app: Android File Transfer productivity app,install,cask,available,True,"{""version"": ""5071136"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Transfer files from and to an Android smartphone""}"
brew install --cask anydesk  # Remote desktop client,install,cask,available,True,"{""version"": ""9.5.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Allows connection to a computer remotely""}"
brew install --cask brave-browser  # Privacy-focused browser,install,cask,available,True,"{""version"": ""1.84.135.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Web browser focusing on privacy""}"
brew install --cask caffeine  # Keep-awake utility,install,cask,available,True,"{""version"": ""1.1.4"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Utility that prevents the system from going to sleep""}"
brew install --cask discord  # Team chat client,install,cask,available,True,"{""version"": ""0.0.365"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Voice and text chat software""}"
brew install --cask firefox  # Mozilla Firefox browser,install,cask,available,True,"{""version"": ""144.0.2"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Web browser""}"
brew install --cask goodsync  # File sync manager,install,cask,available,True,"{""version"": ""12.9.11"", ""deprecated"": false, ""disabled"": false, ""desc"": ""File synchronisation and backup software""}"
brew install --cask google-chrome  # Google Chrome browser,install,cask,available,True,"{""version"": ""142.0.7444.60"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Web browser""}"
brew install --cask handbrake  # Video transcoder,install,cask,available,True,"{""version"": ""1.10.2"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Open-source video transcoder""}"
brew install --cask inkscape  # Vector graphics editor,install,cask,available,True,"{""version"": ""1.4.230579"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Vector graphics editor""}"
brew install --cask karabiner-elements  # Keyboard remapper,install,cask,available,True,"{""version"": ""15.6.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Keyboard customiser""}"
brew install --cask little-snitch  # Network monitor,install,cask,available,True,"{""version"": ""6.3.2"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Host-based application firewall""}"
brew install --cask malwarebytes  # Malware scanner,install,cask,available,True,"{""version"": ""5.18.2.3483"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Scan and remove malware, spyware, and viruses""}"
brew install --cask microsoft-edge  # Microsoft Edge browser,install,cask,available,True,"{""version"": ""142.0.3595.65,a7e8716f-1111-4437-9e67-e02c91a83290"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Multi-platform web browser""}"
brew install --cask microsoft-office  # Microsoft Office suite,install,cask,available,True,"{""version"": ""16.102.25101223"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Office suite""}"
brew install --cask microsoft-teams  # Teams collaboration client,install,cask,available,True,"{""version"": ""25290.302.4044.3989"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Meet, chat, call, and collaborate in just one place""}"
brew install --cask obsidian  # Markdown knowledge base,install,cask,available,True,"{""version"": ""1.9.14"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Knowledge base that works on top of a local folder of plain text Markdown files""}"
brew install --cask opera  # Opera browser,install,cask,available,True,"{""version"": ""123.0.5669.47"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Web browser""}"
brew install --cask parallels  # Virtualization platform,install,cask,available,True,"{""version"": ""26.1.1-57288"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Desktop virtualization software""}"
brew install --cask powershell  # PowerShell terminal,install,cask,deprecated,True,"{""version"": ""7.5.4"", ""deprecated"": true, ""disabled"": false, ""desc"": ""Command-line shell and scripting language""}"
brew install --cask rectangle  # Window manager,install,cask,available,True,"{""version"": ""0.92"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Move and resize windows using keyboard shortcuts or snap areas""}"
brew install --cask slack  # Team chat client,install,cask,available,True,"{""version"": ""4.46.104"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Team communication and collaboration software""}"
brew install --cask smart-converter  # Media converter,install,cask,missing,False,"""Error: Cask 'smart-converter' is unavailable: No Cask with this name exists."""
brew install --cask snagit  # Screen capture tool,install,cask,available,True,"{""version"": ""2025.4.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Screen capture software""}"
brew install --cask spectacle  # Window manager,install,cask,disabled,False,"{""version"": ""1.2,672"", ""deprecated"": false, ""disabled"": true, ""desc"": ""Move and resize windows with ease""}"
brew install --cask stats  # Menu bar stats monitor,install,cask,available,True,"{""version"": ""2.11.58"", ""deprecated"": false, ""disabled"": false, ""desc"": ""System monitor for the menu bar""}"
brew install --cask sublime-text  # Sublime Text editor,install,cask,available,True,"{""version"": ""4200"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Text editor for code, markup and prose""}"
brew install --cask teamviewer  # Remote support client,install,cask,available,True,"{""version"": ""15.71.4"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Remote access and connectivity software focused on security""}"
brew install --cask telegram  # Telegram messenger,install,cask,available,True,"{""version"": ""12.1,276137"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Messaging app with a focus on speed and security""}"
brew install --cask the-unarchiver  # Archive extractor,install,cask,available,True,"{""version"": ""4.3.9,147,1742287964"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Unpacks archive files""}"
brew install --cask tor-browser  # Tor privacy browser,install,cask,available,True,"{""version"": ""15.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Web browser focusing on security""}"
brew install --cask transmission  # BitTorrent client,install,cask,available,True,"{""version"": ""4.0.6"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Open-source BitTorrent client""}"
brew install --cask veracrypt  # Disk encryption utility,install,cask,available,True,"{""version"": ""1.26.24"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Disk encryption software focusing on security based on TrueCrypt""}"
brew install --cask wezterm  # WezTerm terminal,install,cask,available,True,"{""version"": ""20240203-110809,5046fc22"", ""deprecated"": false, ""disabled"": false, ""desc"": ""GPU-accelerated cross-platform terminal emulator and multiplexer""}"
brew install --cask whatsapp  # WhatsApp desktop client,install,cask,available,True,"{""version"": ""2.25.34.11"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Native desktop client for WhatsApp""}"
brew install --cask xmind-zen  # Mind mapping tool,install,cask,missing,False,"""Error: Cask 'xmind-zen' is unavailable: No Cask with this name exists."""
brew install --cask zoom  # Video meetings client,install,cask,available,True,"{""version"": ""6.6.6.67409"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Video communication and virtual meeting platform""}"
brew install brotli  # Brotli compression tools,install,formula,available,True,"{""installed"": [{""version"": ""1.2.0"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628676, ""runtime_dependencies"": [], ""installed_as_dependency"": true, ""installed_on_request"": false}], ""versions"": {""stable"": ""1.2.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Generic-purpose lossless compression algorithm by Google""}"
brew install xz  # LZMA compression tools,install,formula,available,True,"{""installed"": [{""version"": ""5.8.1"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628637, ""runtime_dependencies"": [], ""installed_as_dependency"": true, ""installed_on_request"": false}], ""versions"": {""stable"": ""5.8.1"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""General-purpose data compression with high compression ratio""}"
brew install zopfli  # Zopfli compression utilities,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.0.3"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""New zlib (gzip, deflate) compatible compressor""}"
brew install zstd  # Zstandard compression,install,formula,available,True,"{""installed"": [{""version"": ""1.5.7"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628660, ""runtime_dependencies"": [{""full_name"": ""lz4"", ""version"": ""1.10.0"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""1.10.0"", ""declared_directly"": true}, {""full_name"": ""xz"", ""version"": ""5.8.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""5.8.1"", ""declared_directly"": true}], ""installed_as_dependency"": true, ""installed_on_request"": false}], ""versions"": {""stable"": ""1.5.7"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Zstandard is a real-time compression algorithm""}"
brew install --cask adobe-creative-cloud  # Media tool: Adobe Creative Cloud cloud tool,install,cask,available,True,"{""version"": ""6.8.0.821"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Collection of apps and services for photography, design, video, web, and UX""}"
brew install --cask adobe-creative-cloud-cleaner-tool  # Media tool: Adobe Creative Cloud Cleaner Tool cloud tool,install,cask,available,True,"{""version"": ""4.3.0.1065"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Utility to clean up corrupted installations of Adobe software""}"
brew install --cask affinity-designer  # Media tool: Affinity Designer creative app,install,cask,deprecated,True,"{""version"": ""2.6.5,3782"", ""deprecated"": true, ""disabled"": false, ""desc"": ""Professional graphic design software""}"
brew install --cask affinity-photo  # Media tool: Affinity Photo photo tool,install,cask,deprecated,True,"{""version"": ""2.6.5,3782"", ""deprecated"": true, ""disabled"": false, ""desc"": ""Professional image editing software""}"
brew install --cask agisoft-metashape  # Media tool: Agisoft Metashape creative app,install,cask,missing,False,"""Error: Cask 'agisoft-metashape' is unavailable: No Cask with this name exists."""
brew install --cask arduino  # Media tool: Arduino creative app,install,cask,disabled,False,"{""version"": ""1.8.19"", ""deprecated"": false, ""disabled"": true, ""desc"": ""Electronics prototyping platform""}"
brew install --cask artec-studio  # Media tool: Artec Studio studio app,install,cask,missing,False,"""Error: Cask 'artec-studio' is unavailable: No Cask with this name exists."""
brew install --cask asana  # Media tool: Asana creative app,install,cask,available,True,"{""version"": ""2.4.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Manage team projects and tasks""}"
brew install --cask audacity  # Media tool: Audacity creative app,install,cask,available,True,"{""version"": ""3.7.5"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Multi-track audio editor and recorder""}"
brew install --cask audiogen  # Media tool: Audiogen creative app,install,cask,missing,False,"""Error: Cask 'audiogen' is unavailable: No Cask with this name exists."""
brew install --cask cascadeur  # Media tool: Cascadeur creative app,install,cask,missing,False,"""Error: Cask 'cascadeur' is unavailable: No Cask with this name exists."""
brew install --cask cgtrader  # Media tool: Cgtrader creative app,install,cask,missing,False,"""Error: Cask 'cgtrader' is unavailable: No Cask with this name exists."""
brew install --cask character-creator  # Media tool: Character Creator creative app,install,cask,missing,False,"""Error: Cask 'character-creator' is unavailable: No Cask with this name exists."""
brew install --cask colorsnapper  # Media tool: Colorsnapper creative app,install,cask,available,True,"{""version"": ""1.6.4"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Colour picker""}"
brew install --cask comfyui  # Media tool: Comfyui creative app,install,cask,available,True,"{""version"": ""0.5.5,251030f517h5mhh"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Node-based image, video and audio generator""}"
brew install --cask copy-ai  # Media tool: Copy AI creative app,install,cask,missing,False,"""Error: Cask 'copy-ai' is unavailable: No Cask with this name exists."""
brew install --cask corona-renderer  # Media tool: Corona Renderer rendering tool,install,cask,missing,False,"""Error: Cask 'corona-renderer' is unavailable: No Cask with this name exists."""
brew install --cask cryengine  # Media tool: Cryengine creative app,install,cask,missing,False,"""Error: Cask 'cryengine' is unavailable: No Cask with this name exists."""
brew install --cask d-id-studio  # Media tool: D Id Studio studio app,install,cask,missing,False,"""Error: Cask 'd-id-studio' is unavailable: No Cask with this name exists."""
brew install --cask davinci-resolve  # Media tool: Davinci Resolve creative app,install,cask,missing,False,"""Error: Cask 'davinci-resolve' is unavailable: No Cask with this name exists."""
brew install --cask daz-studio  # Media tool: Daz Studio studio app,install,cask,missing,False,"""Error: Cask 'daz-studio' is unavailable: No Cask with this name exists."""
brew install --cask deepmotion  # Media tool: Deepmotion creative app,install,cask,missing,False,"""Error: Cask 'deepmotion' is unavailable: No Cask with this name exists."""
brew install --cask descript  # Media tool: Descript creative app,install,cask,available,True,"{""version"": ""114.0.4-release.20250509.32955"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Audio and video editor""}"
brew install --cask dreamfusion  # Media tool: Dreamfusion creative app,install,cask,missing,False,"""Error: Cask 'dreamfusion' is unavailable: No Cask with this name exists."""
brew install --cask dropbox  # Cloud sync client,install,cask,available,True,"{""version"": ""236.4.5918"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Client for the Dropbox cloud storage service""}"
brew install --cask elevenlabs  # Media tool: Elevenlabs creative app,install,cask,missing,False,"""Error: Cask 'elevenlabs' is unavailable: No Cask with this name exists."""
brew install --cask figma  # Collaborative design app,install,cask,available,True,"{""version"": ""125.9.10"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Collaborative team software""}"
brew install --cask final-cut-pro  # Media tool: Final Cut Pro creative app,install,cask,missing,False,"""Error: Cask 'final-cut-pro' is unavailable: No Cask with this name exists."""
brew install --cask fooocus  # Media tool: Fooocus creative app,install,cask,missing,False,"""Error: Cask 'fooocus' is unavailable: No Cask with this name exists."""
brew install --cask framer  # Media tool: Framer creative app,install,cask,available,True,"{""version"": ""2025.43.5"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Tool that helps teams design every part of the product experience""}"
brew install --cask freecad  # Media tool: Freecad creative app,install,cask,available,True,"{""version"": ""1.0.2"", ""deprecated"": false, ""disabled"": false, ""desc"": ""3D parametric modeller""}"
brew install --cask fuse  # Media tool: Fuse creative app,install,cask,available,True,"{""version"": ""1.9.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Visual desktop tool suite for working with the Fuse framework""}"
brew install --cask galileo-ai  # Media tool: Galileo AI creative app,install,cask,missing,False,"""Error: Cask 'galileo-ai' is unavailable: No Cask with this name exists."""
brew install --cask garageband  # Media tool: Garageband creative app,install,cask,missing,False,"""Error: Cask 'garageband' is unavailable: No Cask with this name exists."""
brew install --cask get3d  # Media tool: Get3d creative app,install,cask,missing,False,"""Error: Cask 'get3d' is unavailable: No Cask with this name exists."""
brew install --cask gimp  # GNU image editor,install,cask,available,True,"{""version"": ""3.0.6"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Free and open-source image editor""}"
brew install --cask godot  # Media tool: Godot creative app,install,cask,available,True,"{""version"": ""4.5.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Game development engine""}"
brew install --cask google-drive  # Google Drive sync client,install,cask,available,True,"{""version"": ""116.0.6"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Client for the Google Drive storage service""}"
brew install --cask grammarly-desktop  # Media tool: Grammarly Desktop creative app,install,cask,available,True,"{""version"": ""1.141.2.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Grammarly for desktop""}"
brew install --cask iconjar  # Media tool: Iconjar creative app,install,cask,available,True,"{""version"": ""2.11.3,50581"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Icon organiser""}"
brew install --cask imagealpha  # Media tool: Imagealpha creative app,install,cask,disabled,False,"{""version"": ""1.5.1"", ""deprecated"": true, ""disabled"": true, ""desc"": ""Utility to reduce the size of 24-bit PNG files""}"
brew install --cask imageoptim  # Media tool: Imageoptim creative app,install,cask,available,True,"{""version"": ""1.9.3"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Tool to optimise images to a smaller size""}"
brew install --cask instant-3d  # Media tool: Instant 3D creative app,install,cask,missing,False,"""Error: Cask 'instant-3d' is unavailable: No Cask with this name exists."""
brew install --cask invoke-ai  # Media tool: Invoke AI creative app,install,cask,missing,False,"""Error: Cask 'invoke-ai' is unavailable: No Cask with this name exists."""
brew install --cask ipisoft  # Media tool: Ipisoft creative app,install,cask,missing,False,"""Error: Cask 'ipisoft' is unavailable: No Cask with this name exists."""
brew install --cask licecap  # Media tool: Licecap creative app,install,cask,available,True,"{""version"": ""1.32"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Animated screen capture application""}"
brew install --cask logic-pro  # Media tool: Logic Pro creative app,install,cask,missing,False,"""Error: Cask 'logic-pro' is unavailable: No Cask with this name exists."""
brew install --cask makehuman  # Media tool: Makehuman creative app,install,cask,disabled,False,"{""version"": ""1.2.0"", ""deprecated"": false, ""disabled"": true, ""desc"": ""Open Source tool for making 3D characters""}"
brew install --cask makerbot-print  # Media tool: Makerbot Print creative app,install,cask,missing,False,"""Error: Cask 'makerbot-print' is unavailable: No Cask with this name exists."""
brew install --cask megascans-bridge  # Media tool: Megascans Bridge creative app,install,cask,missing,False,"""Error: Cask 'megascans-bridge' is unavailable: No Cask with this name exists."""
brew install --cask meshroom  # Media tool: Meshroom creative app,install,cask,missing,False,"""Error: Cask 'meshroom' is unavailable: No Cask with this name exists."""
brew install --cask mixamo  # Media tool: Mixamo creative app,install,cask,missing,False,"""Error: Cask 'mixamo' is unavailable: No Cask with this name exists."""
brew install --cask modo  # Media tool: Modo creative app,install,cask,missing,False,"""Error: Cask 'modo' is unavailable: No Cask with this name exists."""
brew install --cask motion-library  # Media tool: Motion Library creative app,install,cask,missing,False,"""Error: Cask 'motion-library' is unavailable: No Cask with this name exists."""
brew install --cask murf-studio  # Media tool: Murf Studio studio app,install,cask,missing,False,"""Error: Cask 'murf-studio' is unavailable: No Cask with this name exists."""
brew install --cask musicgen  # Media tool: Musicgen creative app,install,cask,missing,False,"""Error: Cask 'musicgen' is unavailable: No Cask with this name exists."""
brew install --cask nerf-studio  # Media tool: Nerf Studio studio app,install,cask,missing,False,"""Error: Cask 'nerf-studio' is unavailable: No Cask with this name exists."""
brew install --cask notion  # Workspace organizer,install,cask,available,True,"{""version"": ""4.23.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""App to write, plan, collaborate, and get organised""}"
brew install --cask nvidia-omniverse  # Media tool: Nvidia Omniverse creative app,install,cask,missing,False,"""Error: Cask 'nvidia-omniverse' is unavailable: No Cask with this name exists."""
brew install --cask obs  # Media tool: Obs creative app,install,cask,available,True,"{""version"": ""32.0.2"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Open-source software for live streaming and screen recording""}"
brew install --cask octane-render  # Media tool: Octane Render rendering tool,install,cask,missing,False,"""Error: Cask 'octane-render' is unavailable: No Cask with this name exists."""
brew install --cask onshape  # Media tool: Onshape creative app,install,cask,missing,False,"""Error: Cask 'onshape' is unavailable: No Cask with this name exists."""
brew install --cask openscad  # Media tool: Openscad creative app,install,cask,available,True,"{""version"": ""2021.01"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Programmable solid 3D CAD modeller""}"
brew install --cask optitrack  # Media tool: Optitrack creative app,install,cask,missing,False,"""Error: Cask 'optitrack' is unavailable: No Cask with this name exists."""
brew install --cask p5js  # Media tool: P5js creative app,install,cask,missing,False,"""Error: Cask 'p5js' is unavailable: No Cask with this name exists."""
brew install --cask perception-neuron  # Media tool: Perception Neuron creative app,install,cask,missing,False,"""Error: Cask 'perception-neuron' is unavailable: No Cask with this name exists."""
brew install --cask plask  # Media tool: Plask creative app,install,cask,missing,False,"""Error: Cask 'plask' is unavailable: No Cask with this name exists."""
brew install --cask point-e  # Media tool: Point E creative app,install,cask,missing,False,"""Error: Cask 'point-e' is unavailable: No Cask with this name exists."""
brew install --cask principle  # Media tool: Principle creative app,install,cask,available,True,"{""version"": ""6.42"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Design animated and interactive user interfaces""}"
brew install --cask processing  # Media tool: Processing creative app,install,cask,available,True,"{""version"": ""4.4.10,1310"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Flexible software sketchbook and a language for learning how to code""}"
brew install --cask quixel-bridge  # Media tool: Quixel Bridge creative app,install,cask,missing,False,"""Error: Cask 'quixel-bridge' is unavailable: No Cask with this name exists."""
brew install --cask raise3d-ideamaker  # Media tool: Raise3d Ideamaker creative app,install,cask,missing,False,"""Error: Cask 'raise3d-ideamaker' is unavailable: No Cask with this name exists."""
brew install --cask reality-capture  # Media tool: Reality Capture creative app,install,cask,missing,False,"""Error: Cask 'reality-capture' is unavailable: No Cask with this name exists."""
brew install --cask redshift-render  # Media tool: Redshift Render rendering tool,install,cask,missing,False,"""Error: Cask 'redshift-render' is unavailable: No Cask with this name exists."""
brew install --cask rokoko  # Media tool: Rokoko creative app,install,cask,missing,False,"""Error: Cask 'rokoko' is unavailable: No Cask with this name exists."""
brew install --cask scan-to-cad  # Media tool: Scan To Cad CAD tool,install,cask,missing,False,"""Error: Cask 'scan-to-cad' is unavailable: No Cask with this name exists."""
brew install --cask scrivener  # Media tool: Scrivener creative app,install,cask,available,True,"{""version"": ""3.5.1,17446,11"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Word processing software with a typewriter style""}"
brew install --cask shap-e  # Media tool: Shap E creative app,install,cask,missing,False,"""Error: Cask 'shap-e' is unavailable: No Cask with this name exists."""
brew install --cask simplify3d  # Media tool: Simplify3d creative app,install,cask,missing,False,"""Error: Cask 'simplify3d' is unavailable: No Cask with this name exists."""
brew install --cask sip  # Media tool: Sip creative app,install,cask,available,True,"{""version"": ""4.1.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Collect, organise & share colours""}"
brew install --cask sketch  # Media tool: Sketch creative app,install,cask,available,True,"{""version"": ""2025.2.4,205425"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Digital design and prototyping platform""}"
brew install --cask sketchfab  # Media tool: Sketchfab creative app,install,cask,missing,False,"""Error: Cask 'sketchfab' is unavailable: No Cask with this name exists."""
brew install --cask soundraw  # Media tool: Soundraw creative app,install,cask,missing,False,"""Error: Cask 'soundraw' is unavailable: No Cask with this name exists."""
brew install --cask spotify  # Music streaming client,install,cask,available,True,"{""version"": ""1.2.75.510"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Music streaming service""}"
brew install --cask stable-diffusion-ui  # Media tool: Stable Diffusion UI creative app,install,cask,missing,False,"""Error: Cask 'stable-diffusion-ui' is unavailable: No Cask with this name exists."""
brew install --cask threestudio  # Media tool: Threestudio creative app,install,cask,missing,False,"""Error: Cask 'threestudio' is unavailable: No Cask with this name exists."""
brew install --cask touchdesigner  # Media tool: Touchdesigner creative app,install,cask,available,True,"{""version"": ""2025.31550"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Tool for creating dynamic digital art""}"
brew install --cask turbosquid  # Media tool: Turbosquid creative app,install,cask,missing,False,"""Error: Cask 'turbosquid' is unavailable: No Cask with this name exists."""
brew install --cask uizard  # Media tool: Uizard creative app,install,cask,missing,False,"""Error: Cask 'uizard' is unavailable: No Cask with this name exists."""
brew install --cask ultimaker-cura  # Media tool: Ultimaker Cura creative app,install,cask,available,True,"{""version"": ""5.11.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""3D printer and slicing GUI""}"
brew install --cask ulysses  # Media tool: Ulysses creative app,install,cask,missing,False,"""Error: Cask 'ulysses' is unavailable: No Cask with this name exists."""
brew install --cask unity-hub  # Media tool: Unity Hub creative app,install,cask,available,True,"{""version"": ""3.15.2"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Management tool for Unity""}"
brew install --cask v-ray  # Media tool: V Ray creative app,install,cask,missing,False,"""Error: Cask 'v-ray' is unavailable: No Cask with this name exists."""
brew install --cask vicon-shogun  # Media tool: Vicon Shogun creative app,install,cask,missing,False,"""Error: Cask 'vicon-shogun' is unavailable: No Cask with this name exists."""
brew install --cask vlc  # VLC media player,install,cask,available,True,"{""version"": ""3.0.21"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Multimedia player""}"
brew install --cask wonder-studio  # Media tool: Wonder Studio studio app,install,cask,missing,False,"""Error: Cask 'wonder-studio' is unavailable: No Cask with this name exists."""
brew install --cask writesonic  # Media tool: Writesonic creative app,install,cask,missing,False,"""Error: Cask 'writesonic' is unavailable: No Cask with this name exists."""
brew install --cask zeplin  # Media tool: Zeplin creative app,install,cask,available,True,"{""version"": ""10.30.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Share, organise and collaborate on designs""}"
brew install ffmpeg  # Media tool: Ffmpeg tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""8.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Play, record, convert, and stream audio and video""}"
brew install imagemagick  # Image manipulation toolkit,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""7.1.2-8"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Tools and libraries to manipulate images in many formats""}"
brew install webp  # Media tool: Webp tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.6.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Image format providing lossless and lossy compression for web images""}"
brew install --cask blender  # Creative suite: Blender creative app,install,cask,available,True,"{""version"": ""4.5.4"", ""deprecated"": false, ""disabled"": false, ""desc"": ""3D creation suite""}"
brew install --cask houdini  # Creative suite: Houdini creative app,install,cask,missing,False,"""Error: Cask 'houdini' is unavailable: No Cask with this name exists."""
brew install --cask sketchup  # Creative suite: Sketchup creative app,install,cask,available,True,"{""version"": ""2026.0.428.164"", ""deprecated"": false, ""disabled"": false, ""desc"": ""3D modeling software used to create and manipulate 3D models""}"
brew install --cask unity  # Creative suite: Unity creative app,install,cask,available,True,"{""version"": ""2023.2.20f1,0e25a174756c"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Platform for 3D content""}"
brew install --cask unreal-engine  # Creative suite: Unreal Engine creative app,install,cask,missing,False,"""Error: Cask 'unreal-engine' is unavailable: No Cask with this name exists."""
brew install --cask zbrush  # Creative suite: Zbrush creative app,install,cask,missing,False,"""Error: Cask 'zbrush' is unavailable: No Cask with this name exists."""
brew install aws-cdk  # AWS Cloud Development Kit,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.1031.2"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""AWS Cloud Development Kit - framework for defining AWS infra as code""}"
brew install aws-sam-cli  # AWS SAM CLI,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.146.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""CLI tool to build, test, debug, and deploy Serverless applications using AWS SAM""}"
