raw,type,is_cask,status,available,details
brew install starship  # Cross-shell prompt,install,formula,available,True,"{""installed"": [{""version"": ""1.24.0"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628769, ""runtime_dependencies"": [], ""installed_as_dependency"": false, ""installed_on_request"": true}], ""versions"": {""stable"": ""1.24.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Cross-shell prompt for astronauts""}"
brew install --cask intellij-idea-ce  # Language tool: Intellij Idea Ce app,install,cask,available,True,"{""version"": ""2025.2.4,252.27397.103"", ""deprecated"": false, ""disabled"": false, ""desc"": ""IDE for Java development - community edition""}"
brew install --cask temurin  # Language tool: Temurin app,install,cask,available,True,"{""version"": ""25.0.1,8"", ""deprecated"": false, ""disabled"": false, ""desc"": ""JDK from the Eclipse Foundation (Adoptium)""}"
brew install autoconf  # GNU configure script generator,install,formula,available,True,"{""installed"": [{""version"": ""2.72"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628684, ""runtime_dependencies"": [{""full_name"": ""m4"", ""version"": ""1.4.20"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.4.20"", ""declared_directly"": true}], ""installed_as_dependency"": true, ""installed_on_request"": false}], ""versions"": {""stable"": ""2.72"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Automatic configure script builder""}"
brew install automake  # GNU makefile generator,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.18.1"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Tool for generating GNU Standards-compliant Makefiles""}"
brew install boost  # C++ libraries collection,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.89.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Collection of portable C++ source libraries""}"
brew install carthage  # iOS/macOS dependency manager,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.40.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Decentralized dependency manager for Cocoa""}"
brew install clang-format  # C-family code formatter,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""21.1.5"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Formatting tools for C, C++, Obj-C, Java, JavaScript, TypeScript""}"
brew install cmake  # Cross-platform build system,install,formula,available,True,"{""installed"": [{""version"": ""4.1.2"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628646, ""runtime_dependencies"": [], ""installed_as_dependency"": false, ""installed_on_request"": true}], ""versions"": {""stable"": ""4.1.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Cross-platform make""}"
brew install composer  # PHP dependency manager,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.8.12"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Dependency Manager for PHP""}"
brew install cppcheck  # C/C++ static analyzer,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.18.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Static analysis of C and C++ code""}"
brew install doxygen  # Code documentation generator,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.15.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Generate documentation for several programming languages""}"
brew install fastlane  # Mobile deployment automation,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.228.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Easiest way to build and release mobile apps""}"
brew install gcc  # GNU Compiler Collection,install,formula,available,True,"{""installed"": [{""version"": ""15.2.0"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628661, ""runtime_dependencies"": [{""full_name"": ""gmp"", ""version"": ""6.3.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""6.3.0"", ""declared_directly"": true}, {""full_name"": ""isl"", ""version"": ""0.27"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""0.27"", ""declared_directly"": true}, {""full_name"": ""mpfr"", ""version"": ""4.2.2"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""4.2.2"", ""declared_directly"": true}, {""full_name"": ""libmpc"", ""version"": ""1.3.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.3.1"", ""declared_directly"": true}, {""full_name"": ""lz4"", ""version"": ""1.10.0"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""1.10.0"", ""declared_directly"": false}, {""full_name"": ""xz"", ""version"": ""5.8.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""5.8.1"", ""declared_directly"": false}, {""full_name"": ""zstd"", ""version"": ""1.5.7"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""1.5.7"", ""declared_directly"": true}], ""installed_as_dependency"": false, ""installed_on_request"": true}], ""versions"": {""stable"": ""15.2.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""GNU compiler collection""}"
brew install gdb  # GNU debugger,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""16.3"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""GNU debugger""}"
brew install go  # Go programming language,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.25.4"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Open source programming language to build simple/reliable/efficient software""}"
brew install gradle  # JVM build automation,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""9.2.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Open-source build automation tool based on the Groovy and Kotlin DSL""}"
brew install jazzy  # Swift/Obj-C docs generator,install,formula,missing,False,"""Error: No available formula with the name \""jazzy\""."""
brew install kotlin  # Kotlin programming language,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.2.21"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Statically typed programming language for the JVM""}"
brew install libtool  # GNU library support scripts,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.5.4"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Generic library support script""}"
brew install lldb  # LLVM debugger,install,formula,missing,False,"""Error: No available formula with the name \""lldb\"". Did you mean lld, lmdb or lbdb?"""
brew install llvm  # LLVM compiler infrastructure,install,formula,available,True,"{""installed"": [{""version"": ""21.1.5"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628730, ""runtime_dependencies"": [{""full_name"": ""mpdecimal"", ""version"": ""4.0.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""4.0.1"", ""declared_directly"": false}, {""full_name"": ""ca-certificates"", ""version"": ""2025-11-04"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""2025-11-04"", ""declared_directly"": false}, {""full_name"": ""openssl@3"", ""version"": ""3.6.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.6.0"", ""declared_directly"": false}, {""full_name"": ""readline"", ""version"": ""8.3.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""8.3.1"", ""declared_directly"": false}, {""full_name"": ""sqlite"", ""version"": ""3.51.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.51.0"", ""declared_directly"": false}, {""full_name"": ""xz"", ""version"": ""5.8.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""5.8.1"", ""declared_directly"": true}, {""full_name"": ""lz4"", ""version"": ""1.10.0"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""1.10.0"", ""declared_directly"": false}, {""full_name"": ""zstd"", ""version"": ""1.5.7"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""1.5.7"", ""declared_directly"": true}, {""full_name"": ""python@3.14"", ""version"": ""3.14.0"", ""revision"": 1, ""bottle_rebuild"": 0, ""pkg_version"": ""3.14.0_1"", ""declared_directly"": true}, {""full_name"": ""z3"", ""version"": ""4.15.4"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""4.15.4"", ""declared_directly"": true}], ""installed_as_dependency"": true, ""installed_on_request"": false}], ""versions"": {""stable"": ""21.1.5"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Next-gen compiler infrastructure""}"
brew install make  # GNU make build utility,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""4.4.1"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Utility for directing compilation""}"
brew install mint  # Swift package runner,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.18.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Dependency manager that installs and runs Swift command-line tool packages""}"
brew install mysql  # MySQL database server,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""9.5.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Open source relational database management system""}"
brew install ninja  # Ninja build system,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.13.1"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Small build system for use with gyp or CMake""}"
brew install openssl  # OpenSSL TLS toolkit,install,formula,available,True,"{""installed"": [{""version"": ""3.6.0"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628635, ""runtime_dependencies"": [{""full_name"": ""ca-certificates"", ""version"": ""2025-11-04"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""2025-11-04"", ""declared_directly"": true}], ""installed_as_dependency"": true, ""installed_on_request"": true}], ""versions"": {""stable"": ""3.6.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Cryptography and SSL/TLS Toolkit""}"
brew install pipx  # Python app installer,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.8.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Execute binaries from Python packages in isolated environments""}"
brew install pkg-config  # Pkg-config compiler flags helper,install,formula,available,True,"{""installed"": [{""version"": ""2.5.1"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628684, ""runtime_dependencies"": [], ""installed_as_dependency"": true, ""installed_on_request"": false}], ""versions"": {""stable"": ""2.5.1"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Package compiler and linker metadata toolkit""}"
brew install pyenv  # Python version manager,install,formula,available,True,"{""installed"": [{""version"": ""2.6.12"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628684, ""runtime_dependencies"": [{""full_name"": ""m4"", ""version"": ""1.4.20"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.4.20"", ""declared_directly"": false}, {""full_name"": ""autoconf"", ""version"": ""2.72"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""2.72"", ""declared_directly"": true}, {""full_name"": ""ca-certificates"", ""version"": ""2025-11-04"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""2025-11-04"", ""declared_directly"": false}, {""full_name"": ""openssl@3"", ""version"": ""3.6.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.6.0"", ""declared_directly"": true}, {""full_name"": ""pkgconf"", ""version"": ""2.5.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""2.5.1"", ""declared_directly"": true}, {""full_name"": ""readline"", ""version"": ""8.3.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""8.3.1"", ""declared_directly"": true}], ""installed_as_dependency"": false, ""installed_on_request"": true}], ""versions"": {""stable"": ""2.6.12"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Python version management""}"
brew install pyenv-virtualenv  # Pyenv virtualenv plugin,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.2.4"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Pyenv plugin to manage virtualenv""}"
brew install python  # Python programming language,install,formula,available,True,"{""installed"": [{""version"": ""3.14.0_1"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762628688, ""runtime_dependencies"": [{""full_name"": ""mpdecimal"", ""version"": ""4.0.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""4.0.1"", ""declared_directly"": true}, {""full_name"": ""ca-certificates"", ""version"": ""2025-11-04"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""2025-11-04"", ""declared_directly"": false}, {""full_name"": ""openssl@3"", ""version"": ""3.6.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.6.0"", ""declared_directly"": true}, {""full_name"": ""readline"", ""version"": ""8.3.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""8.3.1"", ""declared_directly"": false}, {""full_name"": ""sqlite"", ""version"": ""3.51.0"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""3.51.0"", ""declared_directly"": true}, {""full_name"": ""xz"", ""version"": ""5.8.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""5.8.1"", ""declared_directly"": true}, {""full_name"": ""lz4"", ""version"": ""1.10.0"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""1.10.0"", ""declared_directly"": false}, {""full_name"": ""zstd"", ""version"": ""1.5.7"", ""revision"": 0, ""bottle_rebuild"": 1, ""pkg_version"": ""1.5.7"", ""declared_directly"": true}], ""installed_as_dependency"": true, ""installed_on_request"": false}], ""versions"": {""stable"": ""3.14.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Interpreted, interactive, object-oriented programming language""}"
brew install rbenv  # Ruby version manager,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.3.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Ruby version manager""}"
brew install ruby-build  # Ruby build tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""20251023"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Install various Ruby versions and implementations""}"
brew install sourcery  # Swift code generator,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.3.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Meta-programming for Swift, stop writing boilerplate code""}"
brew install swiftformat  # Swift formatter,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.58.5"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Formatting tool for reformatting Swift code""}"
brew install swiftlint  # Swift linter,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.62.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Tool to enforce Swift style and conventions""}"
brew install symfony-cli  # Symfony CLI,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""5.15.1"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Build, run, and manage Symfony applications""}"
brew install xcbeautify  # Xcode build log formatter,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""3.1.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Little beautifier tool for xcodebuild""}"
brew install xcodegen  # Xcode project generator,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.44.1"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Generate your Xcode project from a spec file and your folder structure""}"
brew install --cask android-studio  # Developer tool: Android Studio studio app,install,cask,available,True,"{""version"": ""2025.2.1.7"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Tools for building Android applications""}"
brew install --cask appcode  # Developer tool: Appcode IDE,install,cask,disabled,False,"{""version"": ""2022.3.2,223.8617.49"", ""deprecated"": false, ""disabled"": true, ""desc"": ""IDE for Swift, Objective-C, C, and C++ development""}"
brew install --cask azure-data-studio  # Developer tool: Azure Data Studio studio app,install,cask,deprecated,True,"{""version"": ""1.52.0"", ""deprecated"": true, ""disabled"": false, ""desc"": ""Data management tool that enables working with SQL Server""}"
brew install --cask clion  # Developer tool: Clion IDE,install,cask,available,True,"{""version"": ""2025.2.4,252.27397.114"", ""deprecated"": false, ""disabled"": false, ""desc"": ""C and C++ IDE""}"
brew install --cask cursor  # Developer tool: Cursor IDE,install,cask,available,True,"{""version"": ""2.0.69,63fcac100bd5d5749f2a98aa47d65f6eca61db39"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Write, edit, and chat about your code with AI""}"
brew install --cask datagrip  # Developer tool: Datagrip IDE,install,cask,available,True,"{""version"": ""2025.2.4,252.26830.46"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Databases and SQL IDE""}"
brew install --cask dbeaver-community  # Developer tool: Dbeaver Community IDE,install,cask,available,True,"{""version"": ""25.2.4"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Universal database tool and SQL client""}"
brew install --cask docker  # Developer tool: Docker IDE,install,cask,available,True,"{""version"": ""4.50.0,209931"", ""deprecated"": false, ""disabled"": false, ""desc"": ""App to build and share containerised applications and microservices""}"
brew install --cask fork  # Developer tool: Fork IDE,install,cask,available,True,"{""version"": ""2.59.0"", ""deprecated"": false, ""disabled"": false, ""desc"": ""GIT client""}"
brew install --cask gitkraken  # Developer tool: Gitkraken IDE,install,cask,available,True,"{""version"": ""11.5.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Git client focusing on productivity""}"
brew install --cask goland  # Developer tool: Goland IDE,install,cask,available,True,"{""version"": ""2025.2.4,252.27397.100"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Go (golang) IDE""}"
brew install --cask gpg-suite  # Developer tool: Gpg Suite IDE,install,cask,available,True,"{""version"": ""2023.3"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Tools to protect your emails and files""}"
brew install --cask intellij-idea  # Developer tool: Intellij Idea IDE,install,cask,available,True,"{""version"": ""2025.2.4,252.27397.103"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Java IDE by JetBrains""}"
brew install --cask jetbrains-space  # JetBrains platform app: Space,install,cask,available,True,"{""version"": ""2023.1.7"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Team communication and collaboration software""}"
brew install --cask jetbrains-toolbox  # JetBrains platform app: Toolbox,install,cask,available,True,"{""version"": ""3.0.1,3.0.1.59888"", ""deprecated"": false, ""disabled"": false, ""desc"": ""JetBrains tools manager""}"
brew install --cask mongodb-compass  # Developer tool: Mongodb Compass IDE,install,cask,available,True,"{""version"": ""1.48.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Interactive tool for analyzing MongoDB data""}"
brew install --cask mysqlworkbench  # Developer tool: Mysqlworkbench IDE,install,cask,available,True,"{""version"": ""8.0.44"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Visual tool to design, develop and administer MySQL servers""}"
brew install --cask postman  # Developer tool: Postman IDE,install,cask,available,True,"{""version"": ""11.70.6"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Collaboration platform for API development""}"
brew install --cask pycharm  # Developer tool: Pycharm IDE,install,cask,available,True,"{""version"": ""2025.2.4,252.27397.106"", ""deprecated"": false, ""disabled"": false, ""desc"": ""IDE for professional Python development""}"
brew install --cask rider  # Developer tool: Rider IDE,install,cask,available,True,"{""version"": ""2025.2.4,252.27397.121"", ""deprecated"": false, ""disabled"": false, ""desc"": "".NET IDE""}"
brew install --cask rubymine  # Developer tool: Rubymine IDE,install,cask,available,True,"{""version"": ""2025.2.4,252.27397.109"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Ruby on Rails IDE""}"
brew install --cask sourcetree  # Developer tool: Sourcetree IDE,install,cask,available,True,"{""version"": ""4.2.14,297"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Graphical client for Git version control""}"
brew install --cask sqlitestudio  # Developer tool: Sqlitestudio IDE,install,cask,available,True,"{""version"": ""3.4.17"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Create, edit, browse SQLite databases""}"
brew install --cask visual-studio-code  # Developer tool: Visual Studio Code studio app,install,cask,available,True,"{""version"": ""1.105.1"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Open-source code editor""}"
brew install --cask webstorm  # Developer tool: Webstorm IDE,install,cask,available,True,"{""version"": ""2025.2.4,252.27397.92"", ""deprecated"": false, ""disabled"": false, ""desc"": ""JavaScript IDE""}"
brew install --cask yubikey-personalization-gui  # YubiKey tool: Yubikey Personalization GUI,install,cask,missing,False,"""Error: Cask 'yubikey-personalization-gui' is unavailable: No Cask with this name exists."""
brew install diff-so-fancy  # Git diff highlighter,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.4.4"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Good-lookin' diffs with diff-highlight and more""}"
brew install git  # Git version control,install,formula,available,True,"{""installed"": [{""version"": ""2.51.2"", ""used_options"": [], ""built_as_bottle"": true, ""poured_from_bottle"": true, ""time"": 1762627156, ""runtime_dependencies"": [{""full_name"": ""libunistring"", ""version"": ""1.4.1"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""1.4.1"", ""declared_directly"": false}, {""full_name"": ""gettext"", ""version"": ""0.26"", ""revision"": 1, ""bottle_rebuild"": 0, ""pkg_version"": ""0.26_1"", ""declared_directly"": true}, {""full_name"": ""pcre2"", ""version"": ""10.47"", ""revision"": 0, ""bottle_rebuild"": 0, ""pkg_version"": ""10.47"", ""declared_directly"": true}], ""installed_as_dependency"": false, ""installed_on_request"": true}], ""versions"": {""stable"": ""2.51.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Distributed revision control system""}"
brew install git-crypt  # Git encryption helper,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.8.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Enable transparent encryption/decryption of files in a git repo""}"
brew install git-delta  # Git pager with syntax highlight,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.18.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Syntax-highlighting pager for git and diff output""}"
brew install git-filter-repo  # Git history rewriting tool,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.47.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Quickly rewrite git repository history""}"
brew install git-flow  # Git flow helper,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""0.4.1"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Extensions to follow Vincent Driessen's branching model""}"
brew install git-gui  # Git GUI client,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.51.2"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Tcl/Tk UI for the git revision control system""}"
brew install git-interactive-rebase-tool  # Interactive rebase TUI,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2.4.1"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Native sequence editor for Git interactive rebase""}"
brew install git-lfs  # Git Large File Storage,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""3.7.1"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Git extension for versioning large files""}"
brew install git-secrets  # Secrets scanner for git,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""1.3.0"", ""head"": ""HEAD"", ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Prevents you from committing sensitive information to a git repo""}"
brew install libpq  # PostgreSQL client libraries,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""18.0"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Postgres C API library""}"
brew install mysql-shell  # MySQL Shell client,install,formula,available,True,"{""version"": ""9.5.0,15"", ""deprecated"": false, ""disabled"": false, ""desc"": ""Interactive JavaScript, Python or SQL interface""}"
brew install neo4j  # Neo4j graph database,install,formula,available,True,"{""installed"": [], ""versions"": {""stable"": ""2025.10.1"", ""head"": null, ""bottle"": true}, ""deprecated"": false, ""disabled"": false, ""desc"": ""Robust (fully ACID) transactional property graph database""}"
